,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand,torque_nm,torque_max_rpm
4601,2017,409999,60000,petrol,individual,manual,first owner,23.84,1199.0,84.0,5,tata tiago,114.0,3500
4602,2009,200000,30000,petrol,individual,manual,first owner,16.5,995.0,63.0,5,chevrolet spark,90.3,4200
4603,2018,900000,35000,diesel,individual,manual,first owner,21.13,1498.0,108.6,5,skoda rapid,250.0,2500
4604,2003,50000,50000,petrol,individual,manual,third owner,16.1,796.0,37.0,4,maruti 800,59.0,2500
4605,2012,450000,100000,diesel,individual,manual,first owner,19.01,1461.0,108.45,5,renault duster,248.0,2250
4606,2012,650000,80000,diesel,individual,manual,third owner,15.1,2179.0,140.0,7,mahindra xuv500,330.0,2800
4607,2014,425000,60000,diesel,individual,manual,first owner,25.01,1498.0,89.75,5,ford fiesta,204.0,2750
4608,1998,55000,50000,petrol,individual,manual,second owner,17.3,993.0,60.0,5,maruti zen,78.0,4500
4609,2011,200000,60000,petrol,individual,manual,second owner,20.36,1197.0,78.9,5,hyundai i10,111.7,4000
4610,2015,975000,100000,diesel,individual,manual,first owner,16.0,2179.0,140.0,7,mahindra xuv500,330.0,2800
4611,2013,450000,70000,diesel,individual,manual,first owner,15.96,2523.0,62.1,7,mahindra bolero,195.0,2200
4612,2014,600000,82500,diesel,individual,manual,second owner,15.96,2523.0,62.1,7,mahindra bolero,195.0,2200
4613,2014,550000,76000,diesel,individual,manual,first owner,15.96,2523.0,62.1,9,mahindra bolero,195.0,2200
4614,2011,180000,87000,diesel,individual,manual,first owner,18.0,1248.0,75.0,5,tata indica,190.0,1750
4615,2010,300000,120000,diesel,individual,manual,first owner,14.0,2498.0,112.0,7,mahindra xylo,260.0,2200
4616,2016,350000,70000,petrol,individual,manual,second owner,17.57,1193.0,88.7,5,tata zest,140.0,4000
4617,2010,200000,188000,diesel,individual,manual,second owner,21.12,1248.0,88.8,5,tata manza,200.0,3000
4618,2014,350000,120000,diesel,individual,manual,second owner,18.2,1248.0,73.8,8,chevrolet enjoy,172.5,1750
4619,2015,650000,80000,petrol,individual,manual,first owner,17.4,1497.0,117.3,5,honda city,145.0,4600
4620,2010,150000,123278,petrol,individual,manual,second owner,20.36,1197.0,78.9,5,hyundai i10,111.7,4000
4621,2012,220000,110000,diesel,individual,manual,first owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
4622,2013,250000,110000,diesel,individual,manual,first owner,20.0,1399.0,68.1,5,ford figo,160.0,2000
4623,2015,1050000,65000,diesel,individual,manual,first owner,15.1,2179.0,140.0,7,mahindra xuv500,330.0,2800
4624,2015,3000000,70000,diesel,individual,automatic,second owner,16.36,2179.0,187.7,5,jaguar xf,450.0,2000
4625,2012,200000,90000,diesel,individual,manual,third owner,11.57,2179.0,138.1,7,tata new,320.0,2700
4626,2016,262000,50000,petrol,individual,manual,first owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
4627,2018,299000,33000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
4628,2015,250000,26500,petrol,individual,manual,first owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
4629,2011,140000,60000,petrol,individual,manual,fourth & above owner,17.92,1086.0,62.1,5,hyundai santro,96.1,3000
4630,2013,360000,70000,diesel,individual,manual,third owner,23.4,1248.0,74.0,5,maruti swift,190.0,2000
4631,2015,210000,80000,petrol,individual,manual,first owner,20.63,1198.0,67.06,5,datsun go,104.0,4000
4632,2017,600000,60000,diesel,individual,manual,first owner,22.54,1396.0,88.73,5,hyundai i20,219.7,2750
4633,2011,210000,100000,diesel,individual,manual,first owner,19.5,1199.0,75.0,5,skoda fabia,180.0,2000
4634,2011,300000,80000,diesel,individual,manual,second owner,20.54,1598.0,103.6,5,volkswagen vento,250.0,2500
4635,2016,450000,35000,petrol,individual,manual,first owner,18.9,1197.0,82.0,5,hyundai grand,114.0,4000
4636,2019,550000,10000,petrol,individual,manual,first owner,18.9,1197.0,81.86,5,hyundai grand,113.75,4000
4637,2011,100000,80000,diesel,individual,manual,first owner,18.0,1248.0,75.0,5,tata indica,190.0,1750
4638,2012,185000,50000,petrol,individual,manual,second owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
4639,2006,80000,90000,petrol,individual,manual,second owner,17.3,1061.0,64.0,5,maruti wagon,86.0,3500
4640,2017,295000,80000,petrol,individual,manual,first owner,24.7,796.0,47.3,5,maruti alto,69.0,3500
4641,2017,360000,25000,petrol,individual,manual,first owner,23.01,999.0,67.0,5,renault kwid,91.0,4250
4642,2014,210000,70000,petrol,individual,manual,first owner,20.92,998.0,67.1,5,maruti alto,90.0,3500
4643,2019,585000,80000,petrol,individual,automatic,first owner,17.4,1197.0,81.86,5,hyundai elite,114.73,4000
4644,2016,560000,50000,diesel,individual,manual,first owner,20.14,1498.0,88.7,5,volkswagen polo,230.0,2500
4645,2015,600000,70000,diesel,individual,manual,first owner,26.0,1498.0,98.6,5,honda city,200.0,1750
4646,2017,330000,60000,petrol,individual,manual,first owner,20.63,1198.0,67.0,5,datsun go,104.0,4000
4647,2012,300000,90000,diesel,individual,manual,first owner,23.59,1364.0,67.1,5,toyota etios,170.0,2400
4648,2018,650000,28000,petrol,individual,manual,first owner,17.0,1198.0,108.5,5,tata nexon,170.0,4000
4649,2019,695000,20000,petrol,individual,automatic,first owner,17.4,1197.0,81.86,5,hyundai elite,117.0,4000
4650,2014,300000,60000,diesel,individual,manual,first owner,24.0,1120.0,70.0,5,hyundai grand,160.0,2750
4651,2010,185000,70000,diesel,individual,manual,second owner,11.57,2179.0,138.1,7,tata new,320.0,2700
4652,2013,200000,80000,diesel,individual,manual,first owner,22.1,1248.0,76.9,5,chevrolet sail,205.0,1750
4653,2019,459999,35000,cng,individual,manual,first owner,39.900000000000006,998.0,58.16,5,maruti wagon,77.0,3500
4654,2018,860000,60000,diesel,individual,manual,first owner,21.5,1497.0,108.5,5,tata nexon,260.0,2750
4655,2018,400000,20000,petrol,individual,manual,first owner,23.84,1199.0,84.0,5,tata tiago,114.0,3500
4656,2013,240000,142000,diesel,individual,manual,second owner,23.2,1248.0,73.94,5,maruti ritz,190.0,2000
4657,2015,570000,72000,diesel,individual,manual,first owner,26.59,1248.0,74.0,5,maruti swift,190.0,2000
4658,2018,850000,90000,diesel,individual,manual,first owner,23.0,1498.0,98.96,5,ford ecosport,205.0,3250
4659,2011,155000,80000,diesel,individual,manual,third owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
4660,2011,270000,125000,diesel,individual,manual,first owner,23.0,1396.0,90.0,5,hyundai i20,224.0,2750
4661,2015,610000,33000,petrol,individual,manual,first owner,20.73,1373.0,91.1,5,maruti ciaz,130.0,4000
4662,2015,1000000,50000,diesel,individual,manual,first owner,19.67,1582.0,126.2,5,hyundai creta,259.9,2750
4663,2012,450000,120000,diesel,individual,manual,second owner,12.05,2179.0,120.0,9,mahindra scorpio,290.0,2800
4664,2018,500000,35000,diesel,individual,manual,first owner,25.4,1186.0,73.97,5,hyundai xcent,190.25,2250
4665,2018,700000,43000,diesel,individual,manual,first owner,27.4,1498.0,98.63,5,honda amaze,200.0,1750
4666,2007,135000,60000,petrol,individual,manual,first owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
4667,2012,430000,148000,diesel,individual,manual,second owner,12.05,2179.0,120.0,9,mahindra scorpio,290.0,2800
4668,2014,625000,70000,diesel,individual,manual,second owner,22.32,1582.0,126.32,5,hyundai verna,259.8,2750
4669,2011,280000,96000,petrol,individual,manual,first owner,16.95,1498.0,97.7,5,nissan sunny,134.0,4000
4670,2015,800000,70000,diesel,individual,manual,first owner,15.4,1997.0,120.0,7,mahindra scorpio,280.0,2800
4671,2017,620000,18484,petrol,individual,manual,first owner,20.89,1197.0,81.8,5,maruti ignis,113.0,4200
4672,2011,300000,70000,diesel,individual,manual,first owner,13.93,2179.0,138.03,7,tata safari,320.0,2700
4673,2010,180000,25000,petrol,individual,manual,second owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
4674,2013,250000,120000,diesel,individual,manual,third owner,22.07,1199.0,73.9,5,volkswagen polo,180.0,2000
4675,2019,885000,10000,petrol,individual,manual,second owner,17.0,1497.0,121.31,5,ford ecosport,150.0,4500
4676,2020,550000,60000,diesel,individual,manual,first owner,25.32,1198.0,77.0,6,mahindra kuv,190.0,2250
4677,2013,180000,65000,petrol,individual,manual,first owner,17.92,1086.0,62.1,5,hyundai santro,96.1,3000
4678,2012,380000,50000,diesel,individual,manual,second owner,21.9,1396.0,88.76,5,hyundai i20,219.6,2750
4679,2019,520000,2560,petrol,individual,automatic,first owner,24.0,1199.0,83.81,5,tata tiago,114.0,3500
4680,2016,330000,80000,petrol,individual,manual,second owner,20.51,998.0,67.04,5,maruti wagon,90.0,3500
4681,1999,40000,50000,petrol,individual,manual,second owner,16.1,796.0,37.0,4,maruti 800,59.0,2500
4682,2015,370000,120000,diesel,individual,manual,first owner,18.2,1248.0,73.8,8,chevrolet enjoy,172.5,1750
4683,2009,290000,120000,petrol,individual,manual,second owner,16.8,1497.0,116.3,5,honda city,146.0,4800
4684,2013,215000,47000,petrol,individual,manual,second owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
4685,2012,610000,90000,diesel,individual,manual,first owner,12.8,2494.0,102.0,8,toyota innova,204.0,3400
4686,2017,1250000,95000,diesel,individual,manual,first owner,15.4,1997.0,120.0,7,mahindra scorpio,280.0,2800
4687,2012,400000,103655,diesel,individual,manual,second owner,22.32,1582.0,126.3,5,hyundai verna,259.9,2750
4688,2018,700000,25000,petrol,individual,automatic,second owner,17.4,1197.0,81.86,5,hyundai i20,114.73,4000
4689,2014,650000,80000,diesel,individual,manual,first owner,19.01,1461.0,108.45,5,renault duster,248.0,2250
4690,2014,95000,50000,petrol,individual,manual,second owner,25.4,624.0,37.5,4,tata nano,51.0,4000
4691,2010,150000,110000,petrol,individual,manual,first owner,0.0,1086.0,62.0,5,hyundai santro,96.1,3000
4692,2008,120000,80000,petrol,individual,manual,third owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
4693,2010,180000,187000,diesel,dealer,manual,second owner,17.8,1399.0,68.0,5,ford fiesta,163.0,2000
4694,2015,550000,206000,diesel,dealer,manual,first owner,22.77,1498.0,98.59,5,ford ecosport,205.0,3250
4695,2018,950000,27000,diesel,dealer,manual,first owner,22.77,1498.0,98.59,5,ford ecosport,205.0,3250
4696,2017,725000,75000,diesel,dealer,manual,first owner,26.1,1498.0,99.23,5,ford aspire,215.0,3000
4697,2015,500000,18000,petrol,dealer,manual,second owner,18.5,1194.0,94.93,5,ford figo,119.0,4250
4698,2011,180000,218000,diesel,individual,manual,first owner,21.0,1461.0,64.1,5,mahindra verito,160.0,2000
4699,2016,650000,10000,diesel,individual,manual,first owner,22.54,1396.0,88.73,5,hyundai i20,219.7,2750
4700,2010,285000,80000,diesel,individual,manual,first owner,17.8,1248.0,75.0,5,maruti swift,190.0,2000
4701,2011,210000,215000,diesel,individual,manual,first owner,21.0,1461.0,64.1,5,mahindra verito,160.0,2000
4702,2012,200000,137000,diesel,individual,manual,first owner,17.8,1399.0,67.0,5,ford fiesta,160.0,2000
4703,2011,295000,65000,diesel,individual,manual,second owner,20.54,1598.0,103.6,5,volkswagen vento,250.0,2500
4704,2017,450000,10000,petrol,individual,automatic,first owner,23.1,998.0,67.04,5,maruti celerio,90.0,3500
4705,2016,385000,20000,petrol,individual,manual,first owner,20.62,1198.0,67.0,7,datsun go,104.0,4000
4706,2019,558000,70000,diesel,individual,manual,first owner,28.4,1248.0,74.02,5,maruti swift,190.0,2000
4707,2012,300000,80000,diesel,individual,manual,second owner,21.9,1396.0,88.76,5,hyundai i20,219.6,2750
4708,2012,900000,100000,diesel,individual,manual,first owner,15.1,2179.0,140.0,7,mahindra xuv500,330.0,2800
4709,2014,640000,65000,diesel,individual,manual,second owner,21.14,1498.0,103.52,5,skoda rapid,250.0,2500
4710,2015,900000,70000,diesel,individual,manual,third owner,15.4,2179.0,120.0,7,mahindra scorpio,280.0,2800
4711,2013,450000,60000,diesel,individual,manual,first owner,18.2,1248.0,73.8,7,chevrolet enjoy,172.5,1750
4712,2013,500000,80000,diesel,individual,manual,second owner,13.7,2179.0,138.1,7,tata aria,320.0,2700
4713,2014,450000,133000,diesel,individual,manual,first owner,19.01,1461.0,108.45,5,renault duster,248.0,2250
4714,2017,675000,25000,petrol,individual,manual,second owner,17.5,1199.0,88.7,5,honda wr-v,110.0,4800
4715,2017,415000,15000,petrol,individual,manual,first owner,17.57,1193.0,88.7,5,tata zest,140.0,4000
4716,2017,1100000,40000,diesel,individual,manual,first owner,21.38,1396.0,88.7,5,hyundai creta,219.7,2750
4717,2014,509999,70000,diesel,individual,manual,second owner,15.96,2523.0,62.1,7,mahindra bolero,195.0,2200
4718,2007,200000,152000,diesel,individual,manual,fourth & above owner,10.5,2609.0,120.0,9,mahindra scorpio,290.0,2800
4719,2013,500000,80000,diesel,individual,manual,second owner,22.32,1582.0,126.3,5,hyundai verna,259.9,2750
4720,2009,45000,100000,diesel,individual,manual,second owner,17.2,1396.0,53.5,5,tata indica,85.0,2500
4721,2017,270000,50000,petrol,individual,manual,first owner,25.17,799.0,53.3,5,renault kwid,72.0,4386
4722,2017,550000,40000,petrol,individual,manual,first owner,17.19,1197.0,81.86,5,hyundai i20,114.73,4000
4723,2016,235000,60000,petrol,individual,manual,first owner,23.01,999.0,67.0,5,renault kwid,91.0,4250
4724,2018,600000,40000,petrol,individual,manual,first owner,18.6,1197.0,81.83,5,hyundai i20,114.7,4000
4725,2015,525000,60000,diesel,individual,manual,first owner,27.3,1498.0,98.6,5,honda jazz,200.0,1750
4726,2012,325000,90000,diesel,individual,manual,first owner,22.9,1248.0,74.0,5,maruti swift,190.0,2000
4727,2014,420000,90000,diesel,individual,manual,first owner,23.4,1248.0,74.0,5,maruti swift,190.0,2000
4728,2013,375000,80000,diesel,individual,manual,fourth & above owner,23.4,1248.0,74.0,5,maruti swift,190.0,2000
4729,2012,750000,120000,diesel,individual,manual,first owner,12.05,2179.0,120.0,8,mahindra scorpio,290.0,2800
4730,2018,400000,40000,petrol,individual,manual,first owner,23.84,1199.0,84.0,5,tata tiago,114.0,3500
4731,2013,600000,91000,diesel,individual,manual,first owner,15.1,2179.0,140.0,7,mahindra xuv500,330.0,2800
4732,2008,110000,80000,petrol,individual,manual,third owner,17.8,1086.0,63.0,5,hyundai santro,98.0,3000
4733,2019,722000,80000,diesel,individual,manual,first owner,0.0,2523.0,70.0,2,mahindra bolero,200.0,2200
4734,2020,500000,15000,petrol,individual,manual,first owner,23.84,1199.0,83.83,5,tata tiago,114.0,3500
4735,2007,250000,110000,diesel,individual,manual,second owner,18.1,1493.0,110.0,5,hyundai verna,240.0,2750
4736,2018,950000,40000,diesel,individual,manual,first owner,21.13,1498.0,108.6,5,skoda rapid,250.0,2500
4737,2018,780000,30000,diesel,individual,manual,first owner,28.4,1248.0,74.02,5,maruti swift,190.0,2000
4738,2018,575000,30000,petrol,individual,manual,first owner,20.3,1086.0,68.0,5,hyundai santro,99.0,4500
4739,2017,563000,30000,petrol,individual,manual,second owner,18.6,1197.0,81.83,5,hyundai i20,114.7,4000
4740,2017,450000,15000,petrol,individual,manual,first owner,23.84,1199.0,84.0,5,tata tiago,114.0,3500
4741,2020,2300000,1000,diesel,individual,automatic,first owner,13.68,2393.0,147.51,7,toyota innova,360.0,2600
4742,1999,80000,26320,petrol,individual,manual,first owner,16.1,796.0,37.0,4,maruti 800,59.0,2500
4743,2010,320000,135000,diesel,individual,manual,second owner,23.0,1396.0,90.0,5,hyundai i20,224.0,2750
4744,2008,375000,100000,petrol,individual,manual,third owner,13.5,1799.0,130.0,5,honda civic,172.0,4300
4745,2017,400000,120000,petrol,individual,manual,first owner,15.37,1196.0,73.0,5,maruti eeco,101.0,3000
4746,2011,600000,230000,diesel,individual,manual,first owner,14.0,2498.0,112.0,7,mahindra xylo,260.0,2200
4747,2016,315000,60000,petrol,individual,manual,second owner,23.01,999.0,67.0,5,renault kwid,91.0,4250
4748,2012,1100000,80000,diesel,individual,automatic,second owner,16.07,1995.0,181.0,5,bmw 3,380.0,3000
4749,2010,350000,190000,diesel,individual,manual,second owner,19.3,1248.0,73.9,5,maruti swift,190.0,2000
4750,2016,375000,120000,petrol,individual,manual,first owner,15.37,1196.0,73.0,5,maruti eeco,101.0,3000
4751,2013,1050000,217000,diesel,individual,manual,second owner,12.99,2494.0,100.6,8,toyota innova,200.0,3600
4752,2015,350000,29000,petrol,individual,manual,first owner,23.1,998.0,67.04,5,maruti celerio,90.0,3500
4753,2010,120000,120000,petrol,individual,manual,third owner,18.9,1061.0,67.0,5,maruti wagon,84.0,3500
4754,2015,819999,90000,diesel,individual,manual,first owner,16.0,2179.0,140.0,7,mahindra xuv500,330.0,2800
4755,2018,451999,30000,petrol,individual,automatic,second owner,23.1,998.0,67.04,5,maruti celerio,90.0,3500
4756,2016,500000,56000,petrol,individual,manual,third owner,18.9,1197.0,82.0,5,hyundai grand,114.0,4000
4757,2015,1250000,90000,diesel,individual,manual,first owner,12.99,2494.0,100.6,8,toyota innova,200.0,3400
4758,2015,500000,120000,diesel,individual,manual,first owner,18.49,1493.0,100.0,7,mahindra tuv,240.0,2800
4759,2015,490000,60000,diesel,individual,manual,first owner,25.2,1248.0,74.0,5,maruti swift,190.0,2000
4760,2008,200000,147000,diesel,individual,manual,second owner,19.3,1248.0,73.9,5,maruti swift,190.0,2000
4761,2018,655000,19500,petrol,individual,manual,first owner,18.6,1197.0,81.83,5,hyundai i20,114.7,4000
4762,2018,620000,38426,petrol,individual,manual,first owner,17.19,1197.0,81.86,5,hyundai i20,114.73,4000
4763,2014,310000,35000,petrol,individual,manual,second owner,20.51,998.0,67.04,5,maruti wagon,90.0,3500
4764,2007,150000,50000,petrol,individual,manual,third owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
4765,2012,180000,120000,diesel,individual,manual,first owner,25.44,936.0,57.6,5,chevrolet beat,150.0,1750
4766,2011,150000,120000,diesel,individual,manual,first owner,19.4,1405.0,70.0,5,tata indica,135.4,2500
4767,2011,160000,112000,diesel,individual,manual,second owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
4768,2013,600000,70000,diesel,individual,manual,third owner,14.0,2523.0,75.0,8,mahindra scorpio,200.0,2200
4769,2012,380000,145000,diesel,individual,manual,first owner,20.5,1598.0,103.5,5,skoda rapid,250.0,2500
4770,2011,350000,500000,diesel,individual,manual,second owner,12.99,2494.0,100.57,7,toyota innova,200.0,3400
4771,2012,135000,146000,diesel,individual,manual,first owner,19.61,1405.0,70.0,5,tata indigo,135.4,2500
4772,2018,610000,10000,petrol,individual,manual,first owner,18.9,1197.0,81.86,5,hyundai grand,113.75,4000
4773,2020,260000,50000,diesel,individual,manual,first owner,20.14,1498.0,88.5,5,volkswagen polo,230.0,2500
4774,2016,220000,20000,petrol,individual,manual,first owner,23.01,999.0,67.0,5,renault kwid,91.0,4250
4775,2006,121000,70000,petrol,individual,manual,second owner,13.5,1799.0,130.0,5,honda civic,172.0,4300
4776,2017,350000,50000,diesel,individual,manual,first owner,25.0,1396.0,69.01,5,tata indigo,140.0,3000
4777,2018,2200000,25000,diesel,individual,automatic,second owner,15.17,1968.0,181.0,5,audi q3,380.0,3000
4778,2011,280000,100000,diesel,individual,manual,second owner,23.0,1396.0,90.0,5,hyundai i20,224.0,2750
4779,2020,919999,20000,petrol,individual,manual,first owner,17.0,1198.0,108.5,5,tata nexon,170.0,4000
4780,2011,320000,155000,diesel,individual,manual,first owner,23.0,1396.0,90.0,5,hyundai i20,224.0,2750
4781,2012,140000,70000,diesel,individual,manual,fourth & above owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
4782,2012,310000,25000,diesel,individual,manual,second owner,21.5,1248.0,88.8,5,maruti sx4,200.0,1750
4783,2006,65000,120000,petrol,individual,manual,second owner,16.1,796.0,37.0,4,maruti 800,59.0,2500
4784,2013,300000,90000,diesel,individual,manual,first owner,18.2,1248.0,73.8,7,chevrolet enjoy,172.5,1750
4785,2011,575000,110000,diesel,individual,manual,second owner,15.1,2179.0,140.0,7,mahindra xuv500,330.0,2800
4786,2012,380000,100000,diesel,individual,manual,second owner,22.9,1248.0,74.0,5,maruti swift,190.0,2000
4787,2010,140000,116700,petrol,individual,manual,fourth & above owner,15.0,1368.0,90.0,5,tata manza,116.0,4750
4788,2015,475000,25000,diesel,individual,manual,first owner,22.95,1248.0,74.0,5,tata zest,190.0,3000
4789,2011,200000,200000,diesel,individual,manual,third owner,13.0,2489.0,95.0,8,mahindra xylo,220.0,2600
4790,2010,400000,176062,diesel,individual,manual,first owner,17.8,1248.0,75.0,5,maruti swift,190.0,2000
4791,2008,425000,250000,diesel,individual,manual,third owner,12.8,2494.0,102.0,8,toyota innova,204.0,3400
4792,2015,509999,82000,diesel,individual,manual,first owner,25.8,1498.0,98.6,5,honda amaze,200.0,1750
4793,2010,275000,80000,petrol,individual,manual,first owner,19.81,1086.0,68.05,5,hyundai i10,99.04,4500
4794,2019,1850000,14000,diesel,individual,manual,first owner,17.1,1956.0,170.0,5,jeep compass,350.0,2500
4795,2014,650000,129000,diesel,individual,manual,first owner,19.72,1461.0,108.45,5,renault duster,245.0,1750
4796,2016,360000,60000,diesel,individual,manual,second owner,20.5,1248.0,91.7,5,fiat punto,209.0,2000
4797,2018,650000,82000,diesel,individual,automatic,first owner,21.73,1498.0,108.62,5,volkswagen ameo,250.0,3000
4798,2017,675000,50000,diesel,individual,manual,second owner,18.2,1248.0,73.74,7,chevrolet enjoy,172.5,1750
4799,2017,445000,39500,petrol,individual,manual,first owner,20.52,1197.0,81.8,5,maruti wagon,113.0,4200
4800,2018,750000,40000,diesel,individual,manual,first owner,22.54,1396.0,88.76,5,hyundai elite,224.0,2750
4801,2017,850000,54000,diesel,individual,manual,first owner,22.54,1396.0,88.73,5,hyundai i20,219.7,2750
4802,2016,400000,20000,petrol,individual,manual,second owner,20.51,998.0,67.04,5,maruti wagon,90.0,3500
4803,2014,200000,55896,diesel,individual,manual,second owner,25.0,1396.0,69.0,5,tata indica,140.0,3000
4804,2016,550000,35000,diesel,individual,manual,first owner,25.8,1498.0,98.6,5,honda amaze,200.0,1750
4805,2012,250000,97000,petrol,individual,manual,second owner,19.4,1198.0,86.8,5,honda brio,109.0,4500
4806,2014,206000,120000,petrol,individual,manual,second owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
4807,2014,290000,50000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
4808,2010,45000,30400,petrol,individual,manual,fourth & above owner,26.0,624.0,35.0,4,tata nano,48.0,3000
4809,2012,220000,110000,diesel,individual,manual,third owner,21.64,1461.0,84.8,5,nissan sunny,200.0,2000
4810,2008,515000,120000,diesel,individual,automatic,second owner,14.84,2143.0,170.0,5,mercedes-benz new,400.0,2800
4811,2010,170000,100000,petrol,individual,manual,first owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
4812,2010,260000,120000,diesel,individual,manual,second owner,17.8,1248.0,75.0,5,maruti swift,190.0,2000
4813,2012,315000,130000,diesel,individual,manual,second owner,20.54,1598.0,103.6,5,volkswagen vento,250.0,2500
4814,2011,225000,76000,petrol,individual,manual,second owner,20.92,998.0,67.1,5,maruti alto,90.0,3500
4815,2012,420000,110000,diesel,individual,manual,third owner,19.33,1968.0,138.1,5,volkswagen jetta,320.0,2500
4816,2011,525000,96000,diesel,individual,manual,first owner,12.05,2179.0,120.0,8,mahindra scorpio,290.0,2800
4817,2018,670000,90000,diesel,individual,automatic,first owner,28.4,1248.0,74.0,5,maruti swift,190.0,2000
4818,2013,250000,25000,diesel,individual,manual,first owner,20.0,1399.0,68.1,5,ford figo,160.0,2000
4819,2009,229999,90000,diesel,individual,manual,second owner,19.3,1248.0,73.9,5,maruti swift,190.0,2000
4820,2010,165000,66000,petrol,individual,manual,second owner,19.0,998.0,66.1,5,maruti a-star,90.0,3500
4821,2010,295000,250000,diesel,individual,manual,first owner,13.93,2179.0,138.0,7,tata new,320.0,2700
4822,2011,380000,157000,diesel,individual,manual,second owner,22.32,1582.0,126.3,5,hyundai verna,259.9,2750
4823,2017,300000,35000,petrol,individual,manual,first owner,23.01,999.0,67.0,5,renault kwid,91.0,4250
4824,2008,320000,100000,diesel,individual,manual,second owner,12.7,2609.0,116.6,9,mahindra scorpio,283.0,2200
4825,2010,160000,30000,diesel,individual,manual,second owner,21.12,1248.0,88.8,5,tata manza,200.0,3000
4826,2018,630000,40000,diesel,individual,manual,first owner,16.5,1493.0,70.0,7,mahindra bolero,195.0,2200
4827,2014,229999,30000,petrol,individual,manual,second owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
4828,2007,90000,60000,petrol,individual,manual,second owner,18.0,995.0,62.0,5,chevrolet spark,90.3,4200
4829,2017,750000,60000,diesel,individual,manual,first owner,28.09,1248.0,88.5,5,maruti ciaz,200.0,1750
4830,2012,330000,80000,petrol,individual,manual,second owner,16.8,1497.0,116.3,5,honda city,146.0,4800
4831,2016,715000,70000,diesel,individual,manual,second owner,28.09,1248.0,88.5,5,maruti ciaz,200.0,1750
4832,2013,250000,150000,diesel,individual,manual,second owner,20.86,1199.0,75.0,5,skoda fabia,180.0,2000
4833,2007,120000,150000,petrol,individual,manual,second owner,18.2,1061.0,64.0,5,maruti zen,84.0,3500
4834,2004,100000,25000,petrol,individual,manual,third owner,14.2,1597.0,92.0,5,ford ikon,1300.0,2500
4835,2017,850000,35000,diesel,individual,automatic,second owner,21.72,1498.0,108.6,5,skoda rapid,250.0,2500
4836,2018,450000,48000,diesel,individual,manual,first owner,25.4,1186.0,73.97,5,hyundai xcent,190.24,2250
4837,2012,240000,200000,diesel,individual,manual,first owner,22.07,1199.0,73.9,5,volkswagen polo,180.0,2000
4838,2015,600000,135000,diesel,individual,manual,first owner,26.59,1248.0,74.0,5,maruti swift,190.0,2000
4839,2012,465000,146000,diesel,individual,manual,second owner,22.32,1582.0,126.32,5,hyundai verna,259.8,2750
4840,2018,350000,44000,petrol,individual,manual,first owner,24.7,796.0,47.3,5,maruti alto,69.0,3500
4841,2013,325000,70000,petrol,individual,manual,first owner,20.36,1197.0,78.9,5,hyundai i10,111.7,4000
4842,2004,50000,271000,diesel,individual,manual,first owner,16.8,1405.0,62.0,5,tata indica,125.0,2500
4843,2006,110000,120000,petrol,individual,manual,third owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
4844,2015,515000,60000,diesel,individual,manual,first owner,15.96,2523.0,62.1,7,mahindra bolero,195.0,2200
4845,2018,750000,40000,petrol,individual,manual,first owner,20.73,1373.0,91.1,5,maruti ciaz,130.0,4000
4846,2018,350000,25000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
4847,2019,488999,15000,petrol,individual,manual,first owner,18.9,1197.0,81.86,5,hyundai grand,113.75,4000
4848,2017,300000,27000,petrol,individual,manual,first owner,24.7,796.0,47.3,5,maruti alto,69.0,3500
4849,2017,650000,35000,diesel,individual,manual,second owner,27.39,1248.0,74.0,5,maruti baleno,190.0,2000
4850,2014,200000,40000,petrol,individual,manual,third owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
4851,2015,950000,75262,diesel,individual,manual,first owner,15.4,2179.0,120.0,7,mahindra scorpio,280.0,2800
4852,2012,200000,120000,diesel,individual,manual,first owner,23.03,1396.0,69.0,5,tata indigo,140.0,3000
4853,2016,276000,60000,petrol,individual,manual,first owner,20.3,998.0,68.05,5,hyundai eon,94.14,3500
4854,2014,250000,40000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
